File,Key,Context,English,Afrikaans,Arabic,Catalan,"Chinese Simplified","Chinese Traditional",Czech,Danish,Dutch,English,Finnish,French,German,Greek,Hebrew,Hungarian,Indonesian,Italian,Japanese,Korean,Norwegian,OwO,"Pirate English",Polish,Portuguese,"Portuguese, Brazilian",Romanian,Russian,"Serbian (Cyrillic)",Spanish,Swedish,Turkish,Ukrainian,Vietnamese
en-us.json,"""babble.noToast"""," -> babble.noToast","Toast notifications not supported","Toast notifications not supported","Toast notifications not supported","Toast notifications not supported",不支持Toast通知,不支援快顯通知,"Toast notifications not supported","Toast notifications not supported","Toast notificaties niet ondersteund","Toast notifications not supported","Toast notifications not supported","Les notifications flottantes ne sont pas supportées","Toast-Benachrichtigungen werden nicht unterstützt","Toast notifications not supported","Toast notifications not supported","Toast notifications not supported","Toast notifikasi tidak mendukung","Notifiche toast non supportate","Toast notifications not supported","Toast notifications not supported","Toast notifications not supported","toast notifications not suppowted OwO","Toast notifications not supported, ye scurvy dog","Powiadomienia Toast nie są obsługiwane","Toast notifications not supported","Toast notifications not supported","Toast notifications not supported","Тост-уведомления не поддерживаются","Toast notifications not supported","Notificaciones Toast no soportadas","Toast notifieringsstöd saknas","Toast notifications not supported","Toast notifications not supported","Toast notifications not supported"
en-us.json,"""babble.noInternet"""," -> babble.noInternet","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internet connection failed, no update check occured",网络连接失败，未进行更新检查,網路連線失敗，無法檢查更新,"Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internetverbinding mislukt, er heeft geen updatecontrole plaatsgevonden","Internet connection failed, no update check occurred","Internet connection failed, no update check occured","Échec de la connexion à internet, aucune vérification effectuée","Konnte keine Verbindung zum Internet herstellen, Update-Suche übersprungen","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Koneksi internet gagal, tidak ada perbaruan yang terjadi","Connessione a Internet non riuscita, non è stato possibile verificare la presenza di nuovi aggiornamenti","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internet connection failed, no update check occured","intewnet connection faiwed, no update check occuwwed UwU","Internet connection failed, no update check occurred","Brak dostępu do internetu, sprawdzenie nowej aktualizacji nieudane","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Сбой подключения к Интернету, проверка обновлений не выполнена","Internet connection failed, no update check occured","Error de conexión a Internet, no se buscaron actualizaciones","Internetuppkoppling saknas, uppdateringssökning misslyckades","Internet connection failed, no update check occured","Internet connection failed, no update check occured","Internet connection failed, no update check occured"
en-us.json,"""babble.camPage"""," -> babble.camPage",Cam,Cam,Cam,Cam,相机,攝影機,Cam,Cam,Cam,Cam,Cam,Caméra,Kamera,Cam,Cam,Cam,Kamera,Cam,Cam,Cam,Cam,"cam >w<",Spyglass,"Ustawienia kamery",Cam,Cam,Cam,Камера,Cam,Cámara,Kamera,Cam,Cam,Cam
en-us.json,"""babble.settingsPage"""," -> babble.settingsPage",Settings,Settings,Settings,Settings,设定,設定,Settings,Settings,Instellingen,Settings,Settings,Options,Einstellungen,Settings,Settings,Settings,Pengaturan,Impostazioni,Settings,Settings,Settings,"settings nya~","Ship's Riggin's",Ustawienia,Settings,Settings,Settings,Настройки,Settings,Ajustes,Inställningar,Settings,Settings,Settings
en-us.json,"""babble.algoSettingsPage"""," -> babble.algoSettingsPage","Algo Settings","Algo Settings","Algo Settings","Algo Settings",算法设定,演算法設定,"Algo Settings","Algo Settings","Algo Instellingen","Also Settings","Algo Settings","Paramètres d'algorithme",Algo-Einstellungen,"Algo Settings","Algo Settings","Algo Settings","Pengaturan Algo","Impostazioni Algoritmo","Algo Settings","Algo Settings","Algo Settings","awgo settings :3","Algo Riggin's","Ustawienia algorytmu","Algo Settings","Algo Settings","Algo Settings","Настройки алгоритма","Algo Settings","Ajustes de Algoritmo","Algo Inställningar","Algo Settings","Algo Settings","Algo Settings"
en-us.json,"""babble.calibrationPage"""," -> babble.calibrationPage",Calibration,Calibration,Calibration,Calibration,校准,校正,Calibration,Calibration,Kalibratie,Calibration,Calibration,Calibration,Kalibrierung,Calibration,Calibration,Calibration,Kalibrasi,Calibrazione,Calibration,Calibration,Calibration,"cawibwation OwO",Calibration,Kalibracja,Calibration,Calibration,Calibration,Калибровка,Calibration,Calibración,Kalibrering,Calibration,Calibration,Calibration
en-us.json,"""babble.exit"""," -> babble.exit","Exiting Babble App","Exiting Babble App","Exiting Babble App","Exiting Babble App",退出Babble,"結束 Babble App","Exiting Babble App","Exiting Babble App","Babble App Verlaten","Exiting Babble App","Exiting Babble App","Sortie de l'application Babble","Babble-App wird beendet","Exiting Babble App","Exiting Babble App","Exiting Babble App","Tutup App Babble","Uscendo Dall'App Babble","Exiting Babble App","Exiting Babble App","Exiting Babble App","Qwiting Babble App~ Nyaa~","Exiting Babble App","Wychodzenie z aplikacji","Exiting Babble App","Exiting Babble App","Exiting Babble App","Выход из приложения Babble","Exiting Babble App","Saliendo de la App Babble","Babble Avslutas","Exiting Babble App","Exiting Babble App","Exiting Babble App"
en-us.json,"""calibration.header"""," -> calibration.header","Calibration Settings","Calibration Settings","Calibration Settings","Calibration Settings",校准设定,校正設定,"Calibration Settings","Calibration Settings",Kalibratie-Instellingen,"Calibration Settings","Calibration Settings","Paramètres de calibration",Kalibrierung,"Calibration Settings","Calibration Settings","Calibration Settings","Pengaturan Kalibrasi","Impostazioni Calibrazione","Calibration Settings","Calibration Settings","Calibration Settings","cawibwation Settings >w<","Calibration Riggin's","Ustawienia kalibracji","Calibration Settings","Calibration Settings","Calibration Settings","Настройки калибровки","Calibration Settings","Configuración de Calibración",Kalibreringsinställningar,"Calibration Settings","Calibration Settings","Calibration Settings"
en-us.json,"""calibration.mode"""," -> calibration.mode","Calibration Mode","Calibration Mode","Calibration Mode","Calibration Mode",校准模式,校正模式,"Calibration Mode","Calibration Mode",Kalibratie-Modus,"Calibration Mode","Calibration Mode","Mode de calibration",Kalibrierungs-Modus,"Calibration Mode","Calibration Mode","Calibration Mode","Mode Kalibrasi","Modalità Calibrazione","Calibration Mode","Calibration Mode","Calibration Mode","cawibwation Mode nya~","Calibration Mode","Tryb kalibracji","Calibration Mode","Calibration Mode","Calibration Mode","Режим калибровки","Calibration Mode","Modo de Calibración",Kalibreringsläge,"Calibration Mode","Calibration Mode","Calibration Mode"
en-us.json,"""calibration.modeTooltip"""," -> calibration.modeTooltip","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","中性：开始和停止校准时仅设置最小值。
完整：开始校准时根据记录值设置最小值和最大值","自然校正 = 僅在開始和停止校正時設定最小值。完整校正 = 根據開始校正時記錄的數值設定最小值和最大值。","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutraal = Alleen Min waardes zijn ingesteld bij het starten en stoppen van de kalibratie. Volledig = Min en Max waardes zijn ingesteld d.m.v opgenomen waardes bij het starten van de kalibratie","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutre = Seulement les valeurs minimales sont appliquées au démarrage et à l'arrêt de la calibration. Entière = Les valeurs minimales et maximales sont appliquées en fonction des valeurs enregistrées au début de la calibration.","Neutral = Beim Starten und Stoppen der Kalibrierung werden nur Mindestwerte festgelegt. Voll = Beim Starten der Kalibrierung werden Mindest- und Höchstwerte basierend auf den aufgezeichneten Werten festgelegt.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Hanya nilai Min ditentukan ketika mulai dan berhenti kalibrasi. Full = Nilai Min dan Maks menjadi dasar nilai yang terekam ketika memulai kalibrasi.","Neutrale = Vengono impostati solo i valori minimi all'avvio e all'arresto della calibrazione. Completo = Valori minimi e massimi sono impostati in base ai valori registrati quando si inizia la calibrazione.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","neutwaw = onwy min vawues awe set when stawting and stopping cawibwation. fuww = min and max vawues awe set based on wecowded vawues when stawting cawibwation. :3","Neutral = Only Min values be set when startin' and stoppin' calibration. Full = Min and Max values be set based on recorded values when startin' calibration.","Neutralna = Tylko Minimalne wartości są ustawiane podczas rozpoczynania i zakańczania kalibracji. Pełna = Minimalne I maksymalne wartości są ustawione na podstawie zapisanych wartości podczas kalibracji.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Нейтральный = Устанавливаются только минимальные значения при начале и завершении калибровки. Полный = Устанавливаются минимальные и максимальные значения на основе записанных данных при начале калибровки.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Solo se establecen los valores mínimos al iniciar y detener la calibración. Completa = Se establecen los valores Mín y Máx en base a los valores registrados al iniciar la calibración.","Neutralt = Endast Min värden är inställda vid kalibrering. Full = Min och Max värden är inställda baserat på tidigare sparade värden vid kalibrering.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration.","Neutral = Only Min values are set when starting and stopping calibration. Full = Min and Max values are set based on recorded values when starting calibration."
en-us.json,"""calibration.left"""," -> calibration.left",Left,Left,Left,Left,左,左側,Left,Left,Links,Left,Left,Gauche,Links,Left,Left,Left,Kiri,Sinistra,Left,Left,Left,weft,Port,Lewa,Left,Left,Left,Лево,Left,Izquierda,Vänster,Left,Left,Left
en-us.json,"""calibration.shape"""," -> calibration.shape",Shape,Shape,Shape,Shape,形状,形狀,Shape,Shape,Vorm,Shape,Shape,Forme,Form,Shape,Shape,Shape,Bentuk,Forma,Shape,Shape,Shape,"shape UwU",Shape,Kształt,Shape,Shape,Shape,Форма,Shape,Forma,Form,Shape,Shape,Shape
en-us.json,"""calibration.right"""," -> calibration.right",Right,Right,Right,Right,右,右側,Right,Right,Rechts,Right,Right,Droite,Rechts,Right,Right,Right,Kanan,Destra,Right,Right,Right,wight,Starboard,Prawa,Right,Right,Right,Право,Right,Derecha,Höger,Right,Right,Right
en-us.json,"""calibration.center"""," -> calibration.center",Center,Center,Center,Center,中心,中央,Center,Center,Midden,Center,Center,Centre,Mitte,Center,Center,Center,Tengah,Centro,Center,Center,Center,"centew nya~",Midship,"Środek typowego polskiego rynku, kostka brukowa wszędzie i jeden Ukrainiec z udarem słonecznym.",Center,Center,Center,Центр,Center,Centro,Mitten,Center,Center,Center
en-us.json,"""calibration.min"""," -> calibration.min",Min,Min,Min,Min,最小,最小值,Min,Min,Min,Min,Min,Minimum,Minimum,Min,Min,Min,Min,Minimo,Min,Min,Min,"min :3",Min,Minimum,Min,Min,Min,Мин.,Min,Mín,Min,Min,Min,Min
en-us.json,"""calibration.max"""," -> calibration.max",Max,Max,Max,Max,最大,最大值,Max,Max,Max,Max,Max,Maximum,Maximum,Max,Max,Max,Maks,Massimo,Max,Max,Max,"max OwO",Max,Maximum,Max,Max,Max,Макс.,Max,Máx,Max,Max,Max,Max
en-us.json,"""calibration.resetMin"""," -> calibration.resetMin","Reset Min","Reset Min","Reset Min","Reset Min",重置最小,重設最小值,"Reset Min","Reset Min","Reset Min","Reset Min","Reset Min","Réinitialiser le minimum","Minimum zurücksetzen","Reset Min","Reset Min","Reset Min","Riset Min","Reimposta minimi","Reset Min","Reset Min","Reset Min","weset min UwU","Reset Min","Reset Minimum","Reset Min","Reset Min","Reset Min","Сбросить минимум","Reset Min","Restablecer Mín","Återställ Min","Reset Min","Reset Min","Reset Min"
en-us.json,"""calibration.resetMinTooltip"""," -> calibration.resetMinTooltip","Reset minimum values","Reset minimum values","Reset minimum values","Reset minimum values",重置最小值,重設最小值設定,"Reset minimum values","Reset minimum values","Reset de minimumwaardes","Reset minimum values","Reset minimum values","Réinitialiser les valeurs minimales","Basiswert zurücksetzen","Reset minimum values","Reset minimum values","Reset minimum values","Reset nilai minimum","Reimposta valori minimi","Reset minimum values","Reset minimum values","Reset minimum values","weset minimum vawues >w<","Reset minimum values","Reset minimalnych wartości","Reset minimum values","Reset minimum values","Reset minimum values","Сбросить минимальные значения","Reset minimum values","Restablecer valores mínimos","Återställ minimum värden","Reset minimum values","Reset minimum values","Reset minimum values"
en-us.json,"""calibration.resetMax"""," -> calibration.resetMax","Reset Max","Reset Max","Reset Max","Reset Max",重置最大,重設最大值,"Reset Max","Reset Max","Reset Max","Reset Max","Reset Max","Réinitialiser le maximum","Maximum zurücksetzen","Reset Max","Reset Max","Reset Max","Riset Maks","Reimposta massimi","Reset Max","Reset Max","Reset Max","weset max nya~","Reset Max","Reset Maximum","Reset Max","Reset Max","Reset Max","Сбросить максимум","Reset Max","Restablecer Máx","Återställ Max","Reset Max","Reset Max","Reset Max"
en-us.json,"""calibration.resetMaxTooltip"""," -> calibration.resetMaxTooltip","Reset maximum values","Reset maximum values","Reset maximum values","Reset maximum values",重置最大值,重設最大值設定,"Reset maximum values","Reset maximum values","Reset de maximumwaardes","Reset maximum values","Reset maximum values","Réinitialiser les valeurs maximales","Maximumwerte zurücksetzen","Reset maximum values","Reset maximum values","Reset maximum values","Reset nilai maksimum","Reimposta i valori massimi","Reset maximum values","Reset maximum values","Reset maximum values","weset maximum vawues :3","Reset maximum values","Reset maksymalnych wartości","Reset maximum values","Reset maximum values","Reset maximum values","Сбросить максимальные значения","Reset maximum values","Restablecer valores máximos","Återställ maximalt värde","Reset maximum values","Reset maximum values","Reset maximum values"
en-us.json,"""calibration.minLeftValue"""," -> calibration.minLeftValue","Min Left Value","Min Left Value","Min Left Value","Min Left Value",最小左值,左側最小值,"Min Left Value","Min Left Value","Min Linker Waarde","Min Left Value","Min Left Value","Valeur minimale de gauche","Minimale Links-werte","Min Left Value","Min Left Value","Min Left Value","Nilai Kiri Min","Valore Minimo Sinistra","Min Left Value","Min Left Value","Min Left Value","min weft vawue OwO","Min Port Value","Lewa minimalna wartość","Min Left Value","Min Left Value","Min Left Value","Мин. значение слева","Min Left Value","Valor Mín Izquierda","Min Värde Vänster","Min Left Value","Min Left Value","Min Left Value"
en-us.json,"""calibration.maxLeftValue"""," -> calibration.maxLeftValue","Max Left Value","Max Left Value","Max Left Value","Max Left Value",最大左值,左側最大值,"Max Left Value","Max Left Value","Max Linker Waarde","Max Left Value","Max Left Value","Valeur maximale de gauche","Maximale Links-werte","Max Left Value","Max Left Value","Max Left Value","Nilai Kiri Maks","Valore Massimo Sinistra","Max Left Value","Max Left Value","Max Left Value","max weft vawue UwU","Max Port Value","Lewa maksymalna wartość","Max Left Value","Max Left Value","Max Left Value","Макс. значение слева","Max Left Value","Valor Máx Izquierda","Max Värde Vänster","Max Left Value","Max Left Value","Max Left Value"
en-us.json,"""calibration.minRightValue"""," -> calibration.minRightValue","Min Right Value","Min Right Value","Min Right Value","Min Right Value",最小右值,右側最小值,"Min Right Value","Min Right Value","Min Rechter Waarde","Min Right Value","Min Right Value","Valeur minimale de droite","Minimale Rechts-werte","Min Right Value","Min Right Value","Min Right Value","Nilai Kanan Min","Valore Minimo Destra","Min Right Value","Min Right Value","Min Right Value","min wight vawue >w<","Min Starboard Value","Prawa minimalna wartość","Min Right Value","Min Right Value","Min Right Value","Мин. значение справа","Min Right Value","Valor Mín Derecha","Min Värde Höger","Min Right Value","Min Right Value","Min Right Value"
en-us.json,"""calibration.maxRightValue"""," -> calibration.maxRightValue","Max Right Value","Max Right Value","Max Right Value","Max Right Value",最大右值,右側最大值,"Max Right Value","Max Right Value","Max Rechter Waarde","Max Right Value","Max Right Value","Valeur maximale de droite","Maximale Rechts-werte","Max Right Value","Max Right Value","Max Right Value","Nilai Kanan Maks","Valore Massimo Destra","Max Right Value","Max Right Value","Max Right Value","max wight vawue nya~","Max Starboard Value","Prawa maksymalna wartość","Max Right Value","Max Right Value","Max Right Value","Макс. значение справа","Max Right Value","Valor Máx Derecha","Max Värde Höger","Max Right Value","Max Right Value","Max Right Value"
en-us.json,"""general.theme""","-> general.theme",Theme,Theme,Theme,Theme,主题,Theme,Theme,Theme,Theme,Theme,Theme,Theme,Theme,Theme,Theme,Theme,Tema,Tema,Theme,Theme,Theme,Thweme~,Theme,Motyw,Theme,Theme,Theme,Theme,Theme,Theme,Tema,Theme,Theme,Theme
en-us.json,"""general.theme.system""","-> general.theme.system",System,System,System,System,系统,系統,System,System,System,System,System,System,System,System,System,System,Sistem,Sistema,System,System,System,Systwem,System,System,System,System,System,System,System,System,System,System,System,System
en-us.json,"""general.theme.light""","-> general.theme.light",Light,Light,Light,Light,浅色主题,淺色,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Terang,Chiaro,Light,Light,Light,"Lwight~ >.<",Light,Jasny,Light,Light,Light,Light,Light,Light,Ljust,Light,Light,Light
en-us.json,"""general.theme.dark""","-> general.theme.dark",Dark,Dark,Dark,Dark,深色主题,暗色,Dark,Dark,Dark,Dark,Dark,Dark,Dark,Dark,Dark,Dark,Gelap,Scuro,Dark,Dark,Dark,"Dawk~ owo",Dark,Ciemny,Dark,Dark,Dark,Dark,Dark,Dark,Mörkt,Dark,Dark,Dark
en-us.json,"""general.useOSCQuery""","-> general.useOSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery",使用OSC查询,"Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Gunakan OSCQuery","Usa OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuewy","Use OSCQuery","Użyj OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery","Använd OSCQuery","Use OSCQuery","Use OSCQuery","Use OSCQuery"
en-us.json,"""general.windowFocused""","-> general.windowFocused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Finestra Attiva","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused","Window Focused"
en-us.json," ""general.disableCameraPreview""","-> general.disableCameraPreview","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","toggwe camerwa pweview","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)","Disable camera preview (everywhere)"
en-us.json,"""general.oscDelayEnable""","-> general.oscDelayEnable","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enawbel OSC fwame deway","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay","Enable OSC delay"
en-us.json,"""general.oscDelaySeconds""","-> general.oscDelaySeconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC deway in seconds:","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds","OSC delay in seconds"
